"Month","Year","State","Indicator","Value"
"Sep",2020,"Illinois","Symptoms of Anxiety Disorder",31.7
"Apr",2021,"Illinois","Symptoms of Anxiety Disorder",25.1
"Aug",2021,"Illinois","Symptoms of Anxiety Disorder",25
"Dec",2021,"Illinois","Symptoms of Anxiety Disorder",23.8
"Feb",2021,"Illinois","Symptoms of Anxiety Disorder",31.5
"Jan",2021,"Illinois","Symptoms of Anxiety Disorder",35.6
"Jul",2021,"Illinois","Symptoms of Anxiety Disorder",21.5
"Jun",2021,"Illinois","Symptoms of Anxiety Disorder",23.8
"Mar",2021,"Illinois","Symptoms of Anxiety Disorder",31.7666666666667
"May",2021,"Illinois","Symptoms of Anxiety Disorder",25.55
"Oct",2021,"Illinois","Symptoms of Anxiety Disorder",26.7
"Sep",2021,"Illinois","Symptoms of Anxiety Disorder",26.8
"Apr",2022,"Illinois","Symptoms of Anxiety Disorder",27.5
"Aug",2022,"Illinois","Symptoms of Anxiety Disorder",26.1
"Dec",2022,"Illinois","Symptoms of Anxiety Disorder",26.8
"Feb",2022,"Illinois","Symptoms of Anxiety Disorder",27.8
"Jan",2022,"Illinois","Symptoms of Anxiety Disorder",25.7
"Jul",2022,"Illinois","Symptoms of Anxiety Disorder",27.4
"Jun",2022,"Illinois","Symptoms of Anxiety Disorder",28.2
"Mar",2022,"Illinois","Symptoms of Anxiety Disorder",27.5
"May",2022,"Illinois","Symptoms of Anxiety Disorder",26.3
"Nov",2022,"Illinois","Symptoms of Anxiety Disorder",30.8
"Oct",2022,"Illinois","Symptoms of Anxiety Disorder",25.5
"Sep",2022,"Illinois","Symptoms of Anxiety Disorder",30.2
"Aug",2020,"Indiana","Symptoms of Anxiety Disorder",32
"Dec",2020,"Indiana","Symptoms of Anxiety Disorder",35.95
"Jul",2020,"Indiana","Symptoms of Anxiety Disorder",36.1333333333333
"Jun",2020,"Indiana","Symptoms of Anxiety Disorder",31.86
"May",2020,"Indiana","Symptoms of Anxiety Disorder",31.6
"Nov",2020,"Indiana","Symptoms of Anxiety Disorder",34.55
"Oct",2020,"Indiana","Symptoms of Anxiety Disorder",32.7
"Sep",2020,"Indiana","Symptoms of Anxiety Disorder",30.9
"Apr",2021,"Indiana","Symptoms of Anxiety Disorder",29.7
"Aug",2021,"Indiana","Symptoms of Anxiety Disorder",25.0666666666667
"Dec",2021,"Indiana","Symptoms of Anxiety Disorder",24.9
"Feb",2021,"Indiana","Symptoms of Anxiety Disorder",34.75
"Jan",2021,"Indiana","Symptoms of Anxiety Disorder",32.8
"Jul",2021,"Indiana","Symptoms of Anxiety Disorder",24.4
"Jun",2021,"Indiana","Symptoms of Anxiety Disorder",24.5
"Mar",2021,"Indiana","Symptoms of Anxiety Disorder",30.4666666666667
"May",2021,"Indiana","Symptoms of Anxiety Disorder",24.15
"Oct",2021,"Indiana","Symptoms of Anxiety Disorder",23.3
"Sep",2021,"Indiana","Symptoms of Anxiety Disorder",26.9
"Apr",2022,"Indiana","Symptoms of Anxiety Disorder",25.5
"Aug",2022,"Indiana","Symptoms of Anxiety Disorder",27
"Dec",2022,"Indiana","Symptoms of Anxiety Disorder",30.2
"Feb",2022,"Indiana","Symptoms of Anxiety Disorder",25.2
"Jan",2022,"Indiana","Symptoms of Anxiety Disorder",27.4
"Jul",2022,"Indiana","Symptoms of Anxiety Disorder",34.3
"Jun",2022,"Indiana","Symptoms of Anxiety Disorder",30.3
"Mar",2022,"Indiana","Symptoms of Anxiety Disorder",26.3
"May",2022,"Indiana","Symptoms of Anxiety Disorder",24.5
"Nov",2022,"Indiana","Symptoms of Anxiety Disorder",30.9
"Oct",2022,"Indiana","Symptoms of Anxiety Disorder",34.9
"Sep",2022,"Indiana","Symptoms of Anxiety Disorder",34.7
"Aug",2020,"Iowa","Symptoms of Anxiety Disorder",28
"Dec",2020,"Iowa","Symptoms of Anxiety Disorder",32.75
"Jul",2020,"Iowa","Symptoms of Anxiety Disorder",28.7
"Jun",2020,"Iowa","Symptoms of Anxiety Disorder",29.94
"May",2020,"Iowa","Symptoms of Anxiety Disorder",20.6
"Nov",2020,"Iowa","Symptoms of Anxiety Disorder",36.95
"Oct",2020,"Iowa","Symptoms of Anxiety Disorder",28.35
"Sep",2020,"Iowa","Symptoms of Anxiety Disorder",27.15
"Apr",2021,"Iowa","Symptoms of Anxiety Disorder",24
"Aug",2021,"Iowa","Symptoms of Anxiety Disorder",24.1333333333333
"Dec",2021,"Iowa","Symptoms of Anxiety Disorder",26.4
"Feb",2021,"Iowa","Symptoms of Anxiety Disorder",30.9
"Jan",2021,"Iowa","Symptoms of Anxiety Disorder",31.1
"Jul",2021,"Iowa","Symptoms of Anxiety Disorder",22.7
"Jun",2021,"Iowa","Symptoms of Anxiety Disorder",26.3
"Mar",2021,"Iowa","Symptoms of Anxiety Disorder",27.2666666666667
"May",2021,"Iowa","Symptoms of Anxiety Disorder",24.4
"Oct",2021,"Iowa","Symptoms of Anxiety Disorder",23
"Sep",2021,"Iowa","Symptoms of Anxiety Disorder",25.05
"Apr",2022,"Iowa","Symptoms of Anxiety Disorder",23.6
"Aug",2022,"Iowa","Symptoms of Anxiety Disorder",24.5
"Dec",2022,"Iowa","Symptoms of Anxiety Disorder",28.2
"Feb",2022,"Iowa","Symptoms of Anxiety Disorder",21.4
"Jan",2022,"Iowa","Symptoms of Anxiety Disorder",24.8
"Jul",2022,"Iowa","Symptoms of Anxiety Disorder",24.4
"Jun",2022,"Iowa","Symptoms of Anxiety Disorder",30
"Mar",2022,"Iowa","Symptoms of Anxiety Disorder",23.7
"May",2022,"Iowa","Symptoms of Anxiety Disorder",24.8
"Nov",2022,"Iowa","Symptoms of Anxiety Disorder",27.5
"Oct",2022,"Iowa","Symptoms of Anxiety Disorder",28.4
"Sep",2022,"Iowa","Symptoms of Anxiety Disorder",24.9
"Aug",2020,"Kansas","Symptoms of Anxiety Disorder",32
"Dec",2020,"Kansas","Symptoms of Anxiety Disorder",33.9
"Jul",2020,"Kansas","Symptoms of Anxiety Disorder",31.9666666666667
"Jun",2020,"Kansas","Symptoms of Anxiety Disorder",29.22
"May",2020,"Kansas","Symptoms of Anxiety Disorder",27.075
"Nov",2020,"Kansas","Symptoms of Anxiety Disorder",37.65
"Oct",2020,"Kansas","Symptoms of Anxiety Disorder",33.55
"Sep",2020,"Kansas","Symptoms of Anxiety Disorder",29.65
"Apr",2021,"Kansas","Symptoms of Anxiety Disorder",24
"Aug",2021,"Kansas","Symptoms of Anxiety Disorder",25.2
"Dec",2021,"Kansas","Symptoms of Anxiety Disorder",24.9
"Feb",2021,"Kansas","Symptoms of Anxiety Disorder",30.7
"Jan",2021,"Kansas","Symptoms of Anxiety Disorder",33.9
"Jul",2021,"Kansas","Symptoms of Anxiety Disorder",23.6
"Jun",2021,"Kansas","Symptoms of Anxiety Disorder",20.85
"Mar",2021,"Kansas","Symptoms of Anxiety Disorder",28.0666666666667
"May",2021,"Kansas","Symptoms of Anxiety Disorder",23.8
"Oct",2021,"Kansas","Symptoms of Anxiety Disorder",26.8
"Sep",2021,"Kansas","Symptoms of Anxiety Disorder",30.6
"Apr",2022,"Kansas","Symptoms of Anxiety Disorder",28.4
"Aug",2022,"Kansas","Symptoms of Anxiety Disorder",28.8
"Dec",2022,"Kansas","Symptoms of Anxiety Disorder",28.7
"Feb",2022,"Kansas","Symptoms of Anxiety Disorder",25.7
"Jan",2022,"Kansas","Symptoms of Anxiety Disorder",25.4
"Jul",2022,"Kansas","Symptoms of Anxiety Disorder",25.3
"Jun",2022,"Kansas","Symptoms of Anxiety Disorder",24.4
"Mar",2022,"Kansas","Symptoms of Anxiety Disorder",27.7
"May",2022,"Kansas","Symptoms of Anxiety Disorder",26.1
"Nov",2022,"Kansas","Symptoms of Anxiety Disorder",29.1
"Oct",2022,"Kansas","Symptoms of Anxiety Disorder",31.7
"Sep",2022,"Kansas","Symptoms of Anxiety Disorder",31
"Aug",2020,"Kentucky","Symptoms of Anxiety Disorder",34.6
"Dec",2020,"Kentucky","Symptoms of Anxiety Disorder",39.05
"Jul",2020,"Kentucky","Symptoms of Anxiety Disorder",36.6666666666667
"Jun",2020,"Kentucky","Symptoms of Anxiety Disorder",32
"May",2020,"Kentucky","Symptoms of Anxiety Disorder",29.925
"Nov",2020,"Kentucky","Symptoms of Anxiety Disorder",35
"Oct",2020,"Kentucky","Symptoms of Anxiety Disorder",36.55
"Sep",2020,"Kentucky","Symptoms of Anxiety Disorder",33.3
"Apr",2021,"Kentucky","Symptoms of Anxiety Disorder",29
"Aug",2021,"Kentucky","Symptoms of Anxiety Disorder",29.1
"Dec",2021,"Kentucky","Symptoms of Anxiety Disorder",33.5
"Feb",2021,"Kentucky","Symptoms of Anxiety Disorder",34.2
"Jan",2021,"Kentucky","Symptoms of Anxiety Disorder",35.8
"Jul",2021,"Kentucky","Symptoms of Anxiety Disorder",28.6
"Jun",2021,"Kentucky","Symptoms of Anxiety Disorder",26.55
"Mar",2021,"Kentucky","Symptoms of Anxiety Disorder",33.8
"May",2021,"Kentucky","Symptoms of Anxiety Disorder",29.2
"Oct",2021,"Kentucky","Symptoms of Anxiety Disorder",30.9
"Sep",2021,"Kentucky","Symptoms of Anxiety Disorder",28.5
"Apr",2022,"Kentucky","Symptoms of Anxiety Disorder",32.4
"Aug",2022,"Kentucky","Symptoms of Anxiety Disorder",27
"Dec",2022,"Kentucky","Symptoms of Anxiety Disorder",33.2
"Feb",2022,"Kentucky","Symptoms of Anxiety Disorder",29.4
"Jan",2022,"Kentucky","Symptoms of Anxiety Disorder",30.3
"Jul",2022,"Kentucky","Symptoms of Anxiety Disorder",37.6
"Jun",2022,"Kentucky","Symptoms of Anxiety Disorder",38
"Mar",2022,"Kentucky","Symptoms of Anxiety Disorder",31.5
"May",2022,"Kentucky","Symptoms of Anxiety Disorder",32.8
"Nov",2022,"Kentucky","Symptoms of Anxiety Disorder",35.3
"Oct",2022,"Kentucky","Symptoms of Anxiety Disorder",38.9
"Sep",2022,"Kentucky","Symptoms of Anxiety Disorder",32.1
"Aug",2020,"Louisiana","Symptoms of Anxiety Disorder",37.1
"Dec",2020,"Louisiana","Symptoms of Anxiety Disorder",44.3
"Jul",2020,"Louisiana","Symptoms of Anxiety Disorder",39.2333333333333
"Jun",2020,"Louisiana","Symptoms of Anxiety Disorder",36.74
"May",2020,"Louisiana","Symptoms of Anxiety Disorder",33.225
"Nov",2020,"Louisiana","Symptoms of Anxiety Disorder",38
"Oct",2020,"Louisiana","Symptoms of Anxiety Disorder",35.25
"Sep",2020,"Louisiana","Symptoms of Anxiety Disorder",37.65
"Apr",2021,"Louisiana","Symptoms of Anxiety Disorder",31
"Aug",2021,"Louisiana","Symptoms of Anxiety Disorder",35.7
"Dec",2021,"Louisiana","Symptoms of Anxiety Disorder",36.7
"Feb",2021,"Louisiana","Symptoms of Anxiety Disorder",40.15
"Jan",2021,"Louisiana","Symptoms of Anxiety Disorder",38.4
"Jul",2021,"Louisiana","Symptoms of Anxiety Disorder",24.4
"Jun",2021,"Louisiana","Symptoms of Anxiety Disorder",31.75
"Mar",2021,"Louisiana","Symptoms of Anxiety Disorder",35.2333333333333
"May",2021,"Louisiana","Symptoms of Anxiety Disorder",29
"Oct",2021,"Louisiana","Symptoms of Anxiety Disorder",28.8
"Sep",2021,"Louisiana","Symptoms of Anxiety Disorder",39.65
"Apr",2022,"Louisiana","Symptoms of Anxiety Disorder",33.5
"Aug",2022,"Louisiana","Symptoms of Anxiety Disorder",30.3
"Dec",2022,"Louisiana","Symptoms of Anxiety Disorder",33.1
"Feb",2022,"Louisiana","Symptoms of Anxiety Disorder",29.3
"Jan",2022,"Louisiana","Symptoms of Anxiety Disorder",26.6
"Jul",2022,"Louisiana","Symptoms of Anxiety Disorder",36.6
"Jun",2022,"Louisiana","Symptoms of Anxiety Disorder",34.7
"Mar",2022,"Louisiana","Symptoms of Anxiety Disorder",35.2
"May",2022,"Louisiana","Symptoms of Anxiety Disorder",28.4
"Nov",2022,"Louisiana","Symptoms of Anxiety Disorder",32
"Oct",2022,"Louisiana","Symptoms of Anxiety Disorder",40.8
"Sep",2022,"Louisiana","Symptoms of Anxiety Disorder",40.2
"Aug",2020,"Maine","Symptoms of Anxiety Disorder",34.9
"Dec",2020,"Maine","Symptoms of Anxiety Disorder",33.1
"Jul",2020,"Maine","Symptoms of Anxiety Disorder",31.8
"Jun",2020,"Maine","Symptoms of Anxiety Disorder",29
"May",2020,"Maine","Symptoms of Anxiety Disorder",28.375
"Nov",2020,"Maine","Symptoms of Anxiety Disorder",37.75
"Oct",2020,"Maine","Symptoms of Anxiety Disorder",32.85
"Sep",2020,"Maine","Symptoms of Anxiety Disorder",30.65
"Apr",2021,"Maine","Symptoms of Anxiety Disorder",22.7
"Aug",2021,"Maine","Symptoms of Anxiety Disorder",27.4333333333333
"Dec",2021,"Maine","Symptoms of Anxiety Disorder",25.9
"Feb",2021,"Maine","Symptoms of Anxiety Disorder",33.35
"Jan",2021,"Maine","Symptoms of Anxiety Disorder",34.8
"Jul",2021,"Maine","Symptoms of Anxiety Disorder",19.1
"Jun",2021,"Maine","Symptoms of Anxiety Disorder",23.9
"Mar",2021,"Maine","Symptoms of Anxiety Disorder",33.4
"May",2021,"Maine","Symptoms of Anxiety Disorder",22.95
"Oct",2021,"Maine","Symptoms of Anxiety Disorder",24.4
"Sep",2021,"Maine","Symptoms of Anxiety Disorder",25.45
"Apr",2022,"Maine","Symptoms of Anxiety Disorder",29.5
"Aug",2022,"Maine","Symptoms of Anxiety Disorder",25.6
"Dec",2022,"Maine","Symptoms of Anxiety Disorder",30.9
"Feb",2022,"Maine","Symptoms of Anxiety Disorder",27.9
"Jan",2022,"Maine","Symptoms of Anxiety Disorder",28.9
"Jul",2022,"Maine","Symptoms of Anxiety Disorder",32
"Jun",2022,"Maine","Symptoms of Anxiety Disorder",26.9
"Mar",2022,"Maine","Symptoms of Anxiety Disorder",24.4
"May",2022,"Maine","Symptoms of Anxiety Disorder",27.2
"Nov",2022,"Maine","Symptoms of Anxiety Disorder",25.7
"Oct",2022,"Maine","Symptoms of Anxiety Disorder",33.3
"Sep",2022,"Maine","Symptoms of Anxiety Disorder",30.9
"Aug",2020,"Maryland","Symptoms of Anxiety Disorder",30.9
"Dec",2020,"Maryland","Symptoms of Anxiety Disorder",34.45
"Jul",2020,"Maryland","Symptoms of Anxiety Disorder",31.7666666666667
"Jun",2020,"Maryland","Symptoms of Anxiety Disorder",28.62
"May",2020,"Maryland","Symptoms of Anxiety Disorder",27.975
"Nov",2020,"Maryland","Symptoms of Anxiety Disorder",35.9
"Oct",2020,"Maryland","Symptoms of Anxiety Disorder",31.8
"Sep",2020,"Maryland","Symptoms of Anxiety Disorder",30.2
"Apr",2021,"Maryland","Symptoms of Anxiety Disorder",27.5
"Aug",2021,"Maryland","Symptoms of Anxiety Disorder",26
"Dec",2021,"Maryland","Symptoms of Anxiety Disorder",23.6
"Feb",2021,"Maryland","Symptoms of Anxiety Disorder",34.25
"Jan",2021,"Maryland","Symptoms of Anxiety Disorder",32.9
"Jul",2021,"Maryland","Symptoms of Anxiety Disorder",25.4
"Jun",2021,"Maryland","Symptoms of Anxiety Disorder",24.7
"Mar",2021,"Maryland","Symptoms of Anxiety Disorder",30
"May",2021,"Maryland","Symptoms of Anxiety Disorder",23.35
"Oct",2021,"Maryland","Symptoms of Anxiety Disorder",23.5
"Sep",2021,"Maryland","Symptoms of Anxiety Disorder",27.7
"Apr",2022,"Maryland","Symptoms of Anxiety Disorder",25.1
"Aug",2022,"Maryland","Symptoms of Anxiety Disorder",26.8
"Dec",2022,"Maryland","Symptoms of Anxiety Disorder",24.8
"Feb",2022,"Maryland","Symptoms of Anxiety Disorder",25.4
"Jan",2022,"Maryland","Symptoms of Anxiety Disorder",24.9
"Jul",2022,"Maryland","Symptoms of Anxiety Disorder",26.9
"Jun",2022,"Maryland","Symptoms of Anxiety Disorder",29.2
"Mar",2022,"Maryland","Symptoms of Anxiety Disorder",25
"May",2022,"Maryland","Symptoms of Anxiety Disorder",24.9
"Nov",2022,"Maryland","Symptoms of Anxiety Disorder",26.1
"Oct",2022,"Maryland","Symptoms of Anxiety Disorder",26
"Sep",2022,"Maryland","Symptoms of Anxiety Disorder",29.3
"Aug",2020,"Massachusetts","Symptoms of Anxiety Disorder",31.5
"Dec",2020,"Massachusetts","Symptoms of Anxiety Disorder",36
"Jul",2020,"Massachusetts","Symptoms of Anxiety Disorder",31.8
"Jun",2020,"Massachusetts","Symptoms of Anxiety Disorder",27.34
"May",2020,"Massachusetts","Symptoms of Anxiety Disorder",29.65
"Nov",2020,"Massachusetts","Symptoms of Anxiety Disorder",37.55
"Oct",2020,"Massachusetts","Symptoms of Anxiety Disorder",34
"Sep",2020,"Massachusetts","Symptoms of Anxiety Disorder",30.45
"Apr",2021,"Massachusetts","Symptoms of Anxiety Disorder",27.9
"Aug",2021,"Massachusetts","Symptoms of Anxiety Disorder",25.9666666666667
"Dec",2021,"Massachusetts","Symptoms of Anxiety Disorder",25.4
"Feb",2021,"Massachusetts","Symptoms of Anxiety Disorder",35.2
"Jan",2021,"Massachusetts","Symptoms of Anxiety Disorder",34.9
"Jul",2021,"Massachusetts","Symptoms of Anxiety Disorder",22.9
"Jun",2021,"Massachusetts","Symptoms of Anxiety Disorder",23.15
"Mar",2021,"Massachusetts","Symptoms of Anxiety Disorder",29.8333333333333
"May",2021,"Massachusetts","Symptoms of Anxiety Disorder",24.6
"Oct",2021,"Massachusetts","Symptoms of Anxiety Disorder",28.2
"Sep",2021,"Massachusetts","Symptoms of Anxiety Disorder",26.35
"Apr",2022,"Massachusetts","Symptoms of Anxiety Disorder",27
"Aug",2022,"Massachusetts","Symptoms of Anxiety Disorder",27.1
"Dec",2022,"Massachusetts","Symptoms of Anxiety Disorder",27.9
"Feb",2022,"Massachusetts","Symptoms of Anxiety Disorder",26.7
"Jan",2022,"Massachusetts","Symptoms of Anxiety Disorder",26.4
"Jul",2022,"Massachusetts","Symptoms of Anxiety Disorder",23.8
"Jun",2022,"Massachusetts","Symptoms of Anxiety Disorder",26.6
"Mar",2022,"Massachusetts","Symptoms of Anxiety Disorder",27.7
"May",2022,"Massachusetts","Symptoms of Anxiety Disorder",26.9
"Nov",2022,"Massachusetts","Symptoms of Anxiety Disorder",29.1
"Oct",2022,"Massachusetts","Symptoms of Anxiety Disorder",35
"Sep",2022,"Massachusetts","Symptoms of Anxiety Disorder",29.6
"Aug",2020,"Michigan","Symptoms of Anxiety Disorder",30.6
"Dec",2020,"Michigan","Symptoms of Anxiety Disorder",37.7
"Jul",2020,"Michigan","Symptoms of Anxiety Disorder",33.0333333333333
"Jun",2020,"Michigan","Symptoms of Anxiety Disorder",28.18
"May",2020,"Michigan","Symptoms of Anxiety Disorder",28.875
"Nov",2020,"Michigan","Symptoms of Anxiety Disorder",33.15
"Oct",2020,"Michigan","Symptoms of Anxiety Disorder",32.1
"Sep",2020,"Michigan","Symptoms of Anxiety Disorder",30.5
"Apr",2021,"Michigan","Symptoms of Anxiety Disorder",28.1
"Aug",2021,"Michigan","Symptoms of Anxiety Disorder",25.8666666666667
"Dec",2021,"Michigan","Symptoms of Anxiety Disorder",27.5
"Feb",2021,"Michigan","Symptoms of Anxiety Disorder",33.65
"Jan",2021,"Michigan","Symptoms of Anxiety Disorder",38.6
"Jul",2021,"Michigan","Symptoms of Anxiety Disorder",23.4
"Jun",2021,"Michigan","Symptoms of Anxiety Disorder",21.95
"Mar",2021,"Michigan","Symptoms of Anxiety Disorder",32
"May",2021,"Michigan","Symptoms of Anxiety Disorder",26
"Oct",2021,"Michigan","Symptoms of Anxiety Disorder",27.3
"Sep",2021,"Michigan","Symptoms of Anxiety Disorder",23.65
"Apr",2022,"Michigan","Symptoms of Anxiety Disorder",22.3
"Aug",2022,"Michigan","Symptoms of Anxiety Disorder",26.8
"Dec",2022,"Michigan","Symptoms of Anxiety Disorder",28.7
"Feb",2022,"Michigan","Symptoms of Anxiety Disorder",26.9
"Jan",2022,"Michigan","Symptoms of Anxiety Disorder",26.6
"Jul",2022,"Michigan","Symptoms of Anxiety Disorder",29.8
"Jun",2022,"Michigan","Symptoms of Anxiety Disorder",23.4
"Mar",2022,"Michigan","Symptoms of Anxiety Disorder",23.7
"May",2022,"Michigan","Symptoms of Anxiety Disorder",27.6
"Nov",2022,"Michigan","Symptoms of Anxiety Disorder",27.7
"Oct",2022,"Michigan","Symptoms of Anxiety Disorder",29.8
"Sep",2022,"Michigan","Symptoms of Anxiety Disorder",33
"Aug",2020,"Minnesota","Symptoms of Anxiety Disorder",28.6
"Dec",2020,"Minnesota","Symptoms of Anxiety Disorder",33.1
"Jul",2020,"Minnesota","Symptoms of Anxiety Disorder",29.1
"Jun",2020,"Minnesota","Symptoms of Anxiety Disorder",26.62
"May",2020,"Minnesota","Symptoms of Anxiety Disorder",25.325
"Nov",2020,"Minnesota","Symptoms of Anxiety Disorder",35.55
"Oct",2020,"Minnesota","Symptoms of Anxiety Disorder",26.05
"Sep",2020,"Minnesota","Symptoms of Anxiety Disorder",26.45
"Apr",2021,"Minnesota","Symptoms of Anxiety Disorder",20.1
"Aug",2021,"Minnesota","Symptoms of Anxiety Disorder",23.6666666666667
"Dec",2021,"Minnesota","Symptoms of Anxiety Disorder",23.2
"Feb",2021,"Minnesota","Symptoms of Anxiety Disorder",29.5
"Jan",2021,"Minnesota","Symptoms of Anxiety Disorder",30.8
"Jul",2021,"Minnesota","Symptoms of Anxiety Disorder",17.6
"Jun",2021,"Minnesota","Symptoms of Anxiety Disorder",22.4
"Mar",2021,"Minnesota","Symptoms of Anxiety Disorder",25.8666666666667
"May",2021,"Minnesota","Symptoms of Anxiety Disorder",20.5
"Oct",2021,"Minnesota","Symptoms of Anxiety Disorder",22.6
"Sep",2021,"Minnesota","Symptoms of Anxiety Disorder",22.8
"Apr",2022,"Minnesota","Symptoms of Anxiety Disorder",23.9
"Aug",2022,"Minnesota","Symptoms of Anxiety Disorder",22.9
"Dec",2022,"Minnesota","Symptoms of Anxiety Disorder",23.9
"Feb",2022,"Minnesota","Symptoms of Anxiety Disorder",21.3
"Jan",2022,"Minnesota","Symptoms of Anxiety Disorder",22
"Jul",2022,"Minnesota","Symptoms of Anxiety Disorder",24.1
"Jun",2022,"Minnesota","Symptoms of Anxiety Disorder",24.8
"Mar",2022,"Minnesota","Symptoms of Anxiety Disorder",24.7
"May",2022,"Minnesota","Symptoms of Anxiety Disorder",23.2
"Nov",2022,"Minnesota","Symptoms of Anxiety Disorder",23
"Oct",2022,"Minnesota","Symptoms of Anxiety Disorder",27.5
"Sep",2022,"Minnesota","Symptoms of Anxiety Disorder",24.6
"Aug",2020,"Mississippi","Symptoms of Anxiety Disorder",27.7
"Dec",2020,"Mississippi","Symptoms of Anxiety Disorder",36.2
"Jul",2020,"Mississippi","Symptoms of Anxiety Disorder",38.9333333333333
"Jun",2020,"Mississippi","Symptoms of Anxiety Disorder",33.12
"May",2020,"Mississippi","Symptoms of Anxiety Disorder",34.15
"Nov",2020,"Mississippi","Symptoms of Anxiety Disorder",37.75
"Oct",2020,"Mississippi","Symptoms of Anxiety Disorder",33.25
"Sep",2020,"Mississippi","Symptoms of Anxiety Disorder",33.15
"Apr",2021,"Mississippi","Symptoms of Anxiety Disorder",24.4
"Aug",2021,"Mississippi","Symptoms of Anxiety Disorder",28.2666666666667
"Dec",2021,"Mississippi","Symptoms of Anxiety Disorder",26.3
"Feb",2021,"Mississippi","Symptoms of Anxiety Disorder",37.2
"Jan",2021,"Mississippi","Symptoms of Anxiety Disorder",49.2
"Jul",2021,"Mississippi","Symptoms of Anxiety Disorder",28.5
"Jun",2021,"Mississippi","Symptoms of Anxiety Disorder",29.65
"Mar",2021,"Mississippi","Symptoms of Anxiety Disorder",35.6666666666667
"May",2021,"Mississippi","Symptoms of Anxiety Disorder",23.5
"Oct",2021,"Mississippi","Symptoms of Anxiety Disorder",30.6
